src_bytes,service,dst_bytes,flag,diff_srv_rate,same_srv_rate,class
201,http,1026,SF,0,1,normal
45,domain_u,120,SF,0,1,normal
0,discard,0,S0,0.06,0.06,neptune
0,private,0,S0,0.04,0.1,neptune
292,http,3543,SF,0,1,normal
0,http,0,S0,0.2,0.7,neptune
0,whois,0,S0,0.07,0.07,neptune
1288,smtp,335,SF,0,1,normal
0,ctf,0,S0,0.04,0.08,neptune
0,efs,0,S0,0.06,0.1,neptune
0,uucp,0,RSTO,0.07,0.08,neptune
0,private,0,REJ,0.07,0.07,neptune
1,private,0,SF,0.03,0.86,satan
0,netstat,0,S0,0.06,0.07,neptune
28,private,0,SF,0,1,teardrop
204881,smtp,335,SF,0,1,normal
28,private,0,SF,0,1,teardrop
0,http,0,REJ,0.07,0,neptune
6062,ftp_data,0,SF,0,1,normal
194,ftp_data,0,SF,0,1,normal
45,domain_u,71,SF,0,1,normal
520,ecr_i,0,SF,0,1,smurf
33,domain_u,0,SF,0,1,normal
914,smtp,370,SF,0,1,normal
45,domain_u,142,SF,0,1,normal
358,http,1486,SF,0,1,normal
30,eco_i,0,SF,0,1,normal
213,http,1966,SF,0,1,normal
0,efs,0,S0,0.05,0.14,neptune
0,rje,0,S0,0.06,0.07,neptune
0,ftp_data,0,S0,0.06,0.09,neptune
0,klogin,0,REJ,0.07,0.15,neptune
0,Z39_50,0,S0,0.05,0.08,neptune
12324,ftp_data,0,SF,0,1,normal
0,Z39_50,0,S0,0.07,0.01,neptune
382,http,6496,SF,0,1,normal
0,courier,0,S0,0.05,0.13,neptune
245,ftp_data,0,SF,0,1,normal
305,http,1143,SF,0,1,normal
516,other,4,SF,0,1,normal
44,domain_u,44,SF,0.4,0.2,normal
1,private,0,RSTR,0,1,portsweep
245,http,1143,SF,0,1,normal
54540,http,8314,SF,0,1,back
246,http,242,SF,0,1,normal
0,private,0,S0,0.05,0.29,neptune
18,eco_i,0,SF,0,1,ipsweep
0,courier,0,S0,0.05,0.14,neptune
236,http,309,SF,0,1,normal
44,domain_u,78,SF,0,1,normal
147,other,105,SF,0.6,0.2,normal
143,http,9598,SF,0,1,normal
0,ftp_data,5828,SF,0,1,buffer_overflow
0,http,0,S0,0.06,0.06,neptune
28,private,0,SF,0,1,teardrop
516,other,4,SF,0,1,normal
0,http,0,REJ,0,1,normal
8173,ftp_data,0,SF,0.23,0.69,normal
28,private,0,SF,0,1,teardrop
0,auth,0,S0,0.06,0.02,neptune
0,supdup,0,S0,0.07,0,neptune
1,imap4,0,RSTR,0,1,portsweep
0,private,0,S0,0.06,0.09,neptune
0,telnet,0,S0,0.06,0.05,neptune
355,http,330,SF,0,1,normal
0,private,0,S0,0.07,0.01,neptune
202,http,6527,SF,0,1,normal
0,private,0,RSTR,0,1,portsweep
312,http,6107,SF,0,1,normal
253,http,607,SF,0,1,normal
0,http,0,REJ,0,1,normal
44,domain_u,132,SF,0,1,normal
207,http,372,SF,0,1,normal
1,private,0,SF,0.12,0.19,satan
0,private,0,S0,0.06,0.16,neptune
8,eco_i,0,SF,0,1,ipsweep
235,http,21900,S1,0,1,normal
42,domain_u,42,SF,0,1,normal
207,private,0,SF,0,1,nmap
8,eco_i,0,SF,0,1,ipsweep
516,other,4,SF,0,1,normal
0,private,0,S0,0.06,0.08,neptune
1032,ecr_i,0,SF,0,1,smurf
303,http,15021,SF,0,1,normal
215,http,26526,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
0,daytime,0,RSTO,0.06,0.05,neptune
0,private,0,S0,0.08,0.08,neptune
0,csnet_ns,0,S0,0.05,0.1,neptune
8641,telnet,16120,SF,0,1,normal
285,http,281,SF,0,1,normal
0,ftp,0,S0,0.05,0.07,neptune
315,http,9998,SF,0,1,normal
320,http,0,S2,0,1,normal
279,http,255,SF,0,1,normal
0,private,0,S0,0.06,0.07,neptune
42,domain_u,42,SF,0,1,normal
30,eco_i,0,SF,1,0.5,normal
253,http,453,SF,0,1,normal
153,http,9267,SF,0,1,normal
0,private,0,S0,0.07,0.02,neptune
302,http,967,SF,0,1,normal
0,name,0,S0,0.07,0.07,neptune
105,private,146,SF,0,1,normal
269,http,1283,SF,0,1,normal
10,finger,142,SF,0,1,normal
0,ldap,0,REJ,0.06,0.08,neptune
0,courier,0,S0,0.05,0.17,neptune
241,http,36362,SF,0,1,normal
0,vmnet,0,S0,0.06,0.03,neptune
172,http,1138,SF,0,1,normal
314,http,7596,SF,0,1,normal
1,private,0,SF,0.17,0.89,satan
43,domain_u,73,SF,0,1,normal
8,eco_i,0,SF,0,1,nmap
0,private,0,S0,0.07,0.06,neptune
0,private,0,S0,0.06,0.14,neptune
0,exec,0,RSTO,0.06,0.09,neptune
520,ecr_i,0,SF,0,1,smurf
0,http,0,REJ,0,1,normal
364,http,236,SF,0,1,normal
0,private,0,REJ,0.07,0.04,neptune
209,http,1965,SF,0,1,normal
0,IRC,0,S1,0,1,normal
0,netbios_ssn,0,S0,0.06,0.02,neptune
275,http,3183,SF,0,1,normal
1032,ecr_i,0,SF,0,1,smurf
0,ftp,0,S0,0.06,0.06,neptune
0,private,0,S0,0.06,0.01,neptune
0,gopher,0,S0,0.06,0.04,neptune
0,http,0,REJ,0,1,normal
0,private,0,S0,0.05,0.09,neptune
8,eco_i,0,SF,0,1,ipsweep
1032,ecr_i,0,SF,0,1,smurf
232,http,337,SF,0,1,normal
501760,ftp_data,0,SF,0,1,normal
0,private,0,S0,0.07,0.01,neptune
313,http,248,SF,0,1,normal
225,http,2617,SF,0,1,normal
338,http,1240,SF,0,1,normal
4539,ftp_data,0,SF,0,1,normal
0,private,0,S0,0.05,0.09,neptune
0,private,0,RSTR,0,1,portsweep
0,http,0,REJ,0,1,normal
0,http,0,RSTO,0,1,normal
1,private,0,SF,0,1,satan
203,http,331,SF,0,1,normal
46,domain_u,76,SF,0.01,1,normal
0,courier,0,S0,0.07,0.12,neptune
48,ntp_u,48,SF,0,1,normal
200,http,293,SF,0,1,normal
1970,telnet,101286,SF,0,1,normal
334,ftp_data,0,SF,0,1,warezclient
211,http,2203,SF,0,1,normal
0,private,0,S0,0.06,0.09,neptune
0,nnsp,0,S0,0.05,0.12,neptune
0,private,0,S0,0.07,0.11,neptune
8,eco_i,0,SF,0,1,nmap
325,http,6665,SF,0,1,normal
43,domain_u,146,SF,0,1,normal
42,domain_u,123,SF,0,1,normal
0,private,0,S0,0.06,0.03,neptune
0,http_443,0,S0,0.06,0.16,neptune
0,whois,0,S0,0.06,0.01,neptune
214,http,815,SF,0,1,normal
149,http,43465,S2,0,1,normal
289,http,647,SF,0,1,normal
8,eco_i,0,SF,0,1,nmap
0,finger,0,S0,0.06,0.28,neptune
8,eco_i,0,SF,0,1,nmap
9,finger,269,SF,0,1,normal
146,other,105,SF,0,1,normal
0,supdup,0,S0,0.06,0.13,neptune
202,http,698,SF,0,1,normal
298,http,2239,SF,0,1,normal
0,private,0,S0,0.06,0.06,neptune
370,http,414,SF,0,1,normal
44,domain_u,126,SF,0,1,normal
0,uucp,0,S0,0.06,0.1,neptune
322,http,1973,SF,0,1,normal
219,http,6902,SF,0,1,normal
0,private,0,REJ,0,1,ipsweep
231,http,3222,SF,0,1,normal
201,http,3026,SF,0,1,normal
0,private,0,S0,0.07,0.03,neptune
36,domain_u,101,SF,0,1,normal
205,http,307,SF,0,1,normal
0,uucp,0,S0,0.06,0.08,neptune
312,http,2251,SF,0,1,normal
0,whois,0,S0,0.08,0.06,neptune
105,private,145,SF,1,0.5,normal
0,shell,0,S0,0.07,0.03,neptune
0,private,0,S0,0.04,0.15,neptune
235,http,258,SF,0,1,normal
0,nnsp,0,S0,0.07,0.17,neptune
226,http,191,SF,0,1,normal
0,supdup,0,S0,0.06,0.11,neptune
0,private,0,S0,0.07,0.05,neptune
1100,smtp,330,SF,0,1,normal
0,iso_tsap,0,S0,0.06,0.07,neptune
0,private,0,S0,0.06,0.09,neptune
45,domain_u,82,SF,0.01,1,normal
0,private,0,RSTR,0,1,portsweep
0,Z39_50,0,S0,0.06,0.05,neptune
283,http,1368,SF,0,1,normal
230,http,302,SF,0,1,normal
0,private,0,S0,0.06,0.09,neptune
0,private,0,S0,0.07,0.03,neptune
1,private,0,RSTR,0,1,portsweep
0,private,0,S0,0.05,0.02,neptune
40494,ftp_data,0,SF,0,1,normal
0,http,0,REJ,0,1,normal
0,private,0,S0,0.11,0.32,neptune
0,private,0,S0,0.06,0.04,neptune
219,http,1042,SF,0,1,normal
302,http,2550,SF,0,1,normal
487,http,7477,SF,0,1,normal
1032,ecr_i,0,SF,0,1,smurf
106,telnet,3079,SF,0,1,normal
0,bgp,0,S0,0.05,0.08,neptune
1248,smtp,329,SF,0,1,normal
1376,ftp_data,0,SF,0,1,normal
501760,ftp_data,0,SF,0,1,normal
0,discard,0,S0,0.07,0.08,neptune
4004,smtp,370,SF,0,1,normal
6,ftp,109,SF,1,0.33,satan
0,private,0,S0,0.06,0.06,neptune
271,http,920,SF,0,1,normal
0,private,0,REJ,1,0.01,satan
225,http,550,SF,0,1,normal
0,private,0,S0,0.08,0.17,neptune
252,http,8260,SF,0,1,normal
0,private,0,S0,0.06,0.03,neptune
236,http,3222,SF,0,1,normal
348,http,1322,SF,0,1,normal
0,systat,0,S0,0.07,0.02,neptune
176,http,2207,SF,0,1,normal
44,domain_u,44,SF,0,1,normal
0,auth,0,S0,0.05,0.08,neptune
713,smtp,280,SF,0,1,normal
0,finger,0,S0,0.4,0.3,neptune
8,eco_i,0,SF,0,1,ipsweep
291,http,573,SF,0,1,normal
0,name,0,S0,0.05,0.01,neptune
1,private,0,SF,1,0.5,satan
221,http,671,SF,0,1,normal
200,http,2596,SF,0,1,normal
0,uucp_path,0,S0,0.1,0.23,neptune
1032,ecr_i,0,SF,0,1,smurf
0,mtp,0,S0,0.06,0.1,neptune
0,private,0,S0,0.05,0.11,neptune
0,systat,0,REJ,0.07,0.05,neptune
330,http,6891,SF,0,1,normal
12,ftp_data,0,SF,0,1,normal
0,ctf,0,S0,0.05,0.05,neptune
672,smtp,331,SF,0,1,normal
224,http,1998,SF,0,1,normal
297,http,282,SF,0,1,normal
0,private,0,S0,0.04,0.1,neptune
0,ctf,0,S0,0.06,0.04,neptune
1445,smtp,329,SF,0,1,normal
28,private,0,SF,0,1,teardrop
0,time,0,S0,0.06,0.01,neptune
0,link,0,REJ,0.07,0.03,neptune
8,eco_i,0,SF,0,1,ipsweep
45,domain_u,133,SF,0,1,normal
0,ldap,0,S0,0.06,0.09,neptune
42,domain_u,124,SF,0,1,normal
308,http,2698,SF,0,1,normal
0,ctf,0,S0,0.07,0.07,neptune
41,domain_u,79,SF,0,1,normal
0,private,0,REJ,0.06,0.07,neptune
252,ftp_data,0,SF,0,1,normal
0,daytime,0,S0,0.06,0.1,neptune
66,IRC,18,SF,0,1,normal
1194,smtp,369,SF,0,1,normal
0,ftp_data,0,S0,0,1,neptune
0,telnet,0,S0,0.16,0.4,neptune
44,domain_u,44,SF,0,1,normal
0,Z39_50,0,S0,0.05,0.03,neptune
30,ecr_i,0,SF,0,1,normal
0,private,0,S0,0.06,0.08,neptune
0,private,0,S0,0.05,0.14,neptune
208,http,421,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
1133,smtp,329,SF,0,1,normal
200,http,955,SF,0,1,normal
327,http,305,SF,0,1,normal
288,http,6763,SF,0,1,normal
45,domain_u,150,SF,0,1,normal
0,private,0,REJ,0.07,0.04,neptune
7248552,X11,1437092,SF,0,1,normal
0,discard,0,S0,0.06,0.07,neptune
271,http,3200,SF,0,1,normal
335,http,480,SF,0,1,normal
0,klogin,0,S0,0,1,neptune
0,echo,0,RSTR,0,1,portsweep
29,domain_u,0,SF,0,1,normal
302,http,2610,SF,0,1,normal
326,http,12944,SF,0,1,normal
0,kshell,0,S0,0.05,0.16,neptune
0,private,0,REJ,1,0,satan
332,http,12282,SF,0,1,normal
14,auth,37,SF,0,1,normal
44,domain_u,44,SF,0,1,normal
0,uucp,0,S0,0.06,0.07,neptune
0,courier,0,S0,0.04,0.17,neptune
0,imap4,0,SF,0,1,imap
8,eco_i,0,SF,0,1,nmap
321,http,22780,SF,0,1,normal
0,netstat,0,S0,0.06,0.06,neptune
0,private,0,REJ,0.09,0.16,neptune
0,http,0,S0,0.18,0.73,neptune
200,http,955,SF,0,1,normal
0,http,0,REJ,0,1,normal
118,telnet,6401,SF,0,1,normal
7321,ftp_data,0,SF,0,1,normal
0,uucp_path,0,S0,0.09,0.25,neptune
0,daytime,0,RSTO,0.06,0.07,neptune
145,other,105,SF,0,1,normal
0,private,0,REJ,0.07,0.01,neptune
8,eco_i,0,SF,0,1,nmap
0,supdup,0,S0,0.05,0.03,neptune
232,http,28808,SF,0,1,normal
71,ftp_data,0,SF,0,1,normal
312,http,22403,SF,0,1,normal
0,whois,0,S0,0.06,0.05,neptune
0,uucp_path,0,S0,0.05,0.08,neptune
20,eco_i,0,SF,0,1,satan
1104,smtp,331,SF,0,1,normal
2194619,ftp_data,0,SF,0,1,normal
0,http,0,S0,0,1,normal
342,telnet,8243,S1,0,1,normal
330,http,4294,SF,0,1,normal
43,domain_u,68,SF,0,1,normal
110,domain_u,33,SF,0,1,normal
647,smtp,331,SF,0,1,normal
235,http,927,SF,0,1,normal
229,http,1075,SF,0,1,normal
0,shell,0,S0,0.06,0.14,neptune
311,http,1837,SF,0,1,normal
162,http,8378,SF,0,1,normal
302,http,734,SF,0,1,normal
1,private,0,SF,0.4,0.2,satan
0,link,0,REJ,0.06,0.06,neptune
45,domain_u,75,SF,0.01,1,normal
0,private,0,S0,0.05,0.35,neptune
322,http,16407,SF,0,1,normal
0,private,0,S0,0.06,0.06,neptune
230,http,569,SF,0,1,normal
164,http,8083,SF,0,1,normal
0,efs,0,S0,0.06,0.04,neptune
35195,other,0,SF,0.32,0.05,normal
263,http,27619,SF,0,1,normal
44,domain_u,67,SF,0,1,normal
203,http,8379,SF,0,1,normal
0,smtp,0,S0,0,1,neptune
0,private,0,S0,0.05,0.06,neptune
215,http,1713,SF,0,1,normal
285,http,293,SF,0,1,normal
2297,smtp,336,SF,0,1,normal
520,ecr_i,0,SF,0,1,smurf
0,discard,0,RSTO,0.06,0.07,neptune
8,eco_i,0,SF,0,1,nmap
91,domain_u,0,SF,0,1,normal
235,http,1380,SF,0,1,normal
0,courier,0,S0,0.07,0.06,neptune
43,domain_u,75,SF,0,1,normal
0,http,0,REJ,0,1,normal
0,private,0,REJ,1,0.01,satan
288,http,575,SF,0,1,normal
0,private,0,S0,0.06,0.22,neptune
0,vmnet,0,S0,0.06,0.01,neptune
329,http,3765,SF,0,1,normal
0,finger,0,S0,0.15,0.19,neptune
11,ftp_data,0,SF,0,1,normal
0,imap4,0,S0,0.05,0.08,neptune
0,echo,0,RSTOS0,0.42,0.01,portsweep
301,http,310,SF,0,1,normal
1376,ftp_data,0,SF,0,1,normal
208,http,6530,SF,0,1,normal
0,private,0,S0,0.07,0.14,neptune
0,ftp,0,S0,0.05,0.03,neptune
1580,smtp,327,SF,0,1,normal
0,klogin,0,S0,0.06,0.01,neptune
0,http,0,REJ,0,1,normal
0,Z39_50,0,S0,0.06,0.06,neptune
0,http,0,REJ,0,1,normal
0,private,0,S0,0.06,0.09,neptune
215,private,0,SF,0,1,nmap
296,http,1999,SF,0,1,normal
8,eco_i,0,SF,0,1,nmap
0,private,0,REJ,1,0.01,satan
145,other,105,SF,0.5,0.5,normal
0,Z39_50,0,S0,0.06,0.04,neptune
1032,ecr_i,0,SF,0,1,smurf
0,private,0,S0,0.07,0.06,neptune
1,other,0,RSTR,0,1,portsweep
0,private,0,S0,0.06,0.18,neptune
367,http,388,SF,0,1,normal
369,http,546,SF,0,1,normal
287,http,925,SF,0,1,normal
0,private,0,S0,0.05,0.07,neptune
44,domain_u,80,SF,0,1,normal
0,uucp,0,S0,0.06,0.04,neptune
48,ntp_u,48,SF,0,1,normal
324,http,1125,SF,0,1,normal
1,other,0,RSTR,0,1,portsweep
950,smtp,331,SF,0,1,normal
0,ftp_data,0,REJ,0.07,0.05,neptune
0,private,0,S0,0.05,0.24,neptune
0,efs,0,S0,0.05,0.16,neptune
1261,ftp,2451,SF,0,1,warezclient
204,http,2494,SF,0,1,normal
45,domain_u,123,SF,0.04,0.98,normal
0,netbios_dgm,0,S0,0.06,0.06,neptune
204,http,6356,SF,0,1,normal
641,ftp_data,0,SF,0,1,normal
0,mtp,0,S0,0.05,0,neptune
302,http,5166,SF,0,1,normal
30,eco_i,0,SF,0,1,normal
0,private,0,S0,0.06,0.08,neptune
0,private,0,S0,0.06,0.13,neptune
186,http,2958,SF,0,1,normal
1772,smtp,328,SF,0,1,normal
0,ftp_data,0,S0,0.05,0.08,neptune
0,private,0,S0,0.06,0.05,neptune
102,domain_u,0,SF,0,1,normal
232,http,2042,SF,0,1,normal
191,http,15272,SF,0,1,normal
0,domain,0,S0,0.06,0.02,neptune
209,http,2300,SF,0,1,normal
173,http,2424,SF,0,1,normal
211,http,811,SF,0,1,normal
365,http,1148,SF,0,1,normal
208,http,894,SF,0,1,normal
296,http,589,SF,0,1,normal
54540,http,8314,SF,0,1,back
231,http,375,SF,0,1,normal
0,private,0,REJ,0.07,0.06,neptune
0,ftp,0,S0,0.05,0.07,neptune
0,private,0,REJ,1,0.05,satan
7,finger,409,SF,0,1,normal
1,other,0,RSTR,0,1,portsweep
0,daytime,0,RSTO,0.06,0.03,neptune
250,http,270,SF,0,1,normal
78,urp_i,0,SF,0.08,0.08,normal
0,private,0,S0,0.06,0.12,neptune
239,http,350,SF,0,1,normal
235,http,1695,SF,0,1,normal
0,ftp,0,S0,0.07,0.04,neptune
31,domain_u,0,SF,0,1,normal
520,ecr_i,0,SF,0,1,smurf
0,mtp,0,S0,0.06,0.02,neptune
272,http,3874,SF,0,1,normal
0,private,0,S0,0.05,0.07,neptune
1032,ecr_i,0,SF,0,1,smurf
183,http,8939,SF,0,1,normal
0,auth,0,S0,0.06,0.06,neptune
0,http,0,S0,0.06,0.05,neptune
0,private,0,REJ,0.06,0.14,neptune
0,csnet_ns,0,S0,0.06,0.01,neptune
701,ftp,2070,SF,0,1,normal
218,http,670,SF,0,1,normal
0,private,0,S0,0.22,0.33,neptune
48,ntp_u,48,SF,0,1,normal
1376,smtp,333,SF,0,1,normal
0,bgp,0,S0,0.05,0.07,neptune
0,private,0,REJ,1,0.5,portsweep
212,http,9911,SF,0,1,normal
291,http,26097,SF,0,1,normal
0,nntp,0,RSTO,0.07,0.16,neptune
0,private,0,S0,0.05,0.03,neptune
0,uucp_path,0,S0,0.06,0.04,neptune
311,http,488,SF,0,1,normal
227,http,1248,SF,0,1,normal
216,http,4591,SF,0,1,normal
211,http,2156,SF,0,1,normal
0,private,0,S0,0.08,0.02,neptune
377,http,12591,SF,0,1,normal
30,domain_u,0,SF,0,1,normal
44,domain_u,129,SF,0,1,normal
0,echo,0,RSTO,0.07,0.02,neptune
0,private,0,S0,0.06,0.07,neptune
0,private,0,S0,0.06,0.04,neptune
1836,smtp,331,SF,0,1,normal
0,private,0,S0,0.06,0.13,neptune
1,other,0,SF,0.45,0.18,satan
295,http,1503,SF,0,1,normal
0,private,0,S0,0.06,0.01,neptune
281,http,3816,SF,0,1,normal
368,http,1856,SF,0,1,normal
1032,ecr_i,0,SF,0,1,smurf
0,http,0,REJ,0,1,normal
46,domain_u,74,SF,0,1,normal
237,http,3381,SF,0,1,normal
280,http,3307,SF,0,1,normal
0,finger,0,S0,0.06,0.26,neptune
0,gopher,0,S0,0.06,0.02,neptune
349,http,458,SF,0,1,normal
235,ftp,768,SF,0,1,normal
670,smtp,331,SF,0,1,normal
105,private,0,SF,0,1,normal
43,domain_u,135,SF,0,1,normal
336,ftp,1052,SF,0,1,normal
282,http,4060,SF,0,1,normal
10261,other,0,SF,0.67,0.08,normal
307,http,3712,SF,0,1,normal
0,private,0,S0,0.06,0.03,neptune
1209,smtp,336,SF,0,1,normal
1,private,0,SF,0,1,satan
312,http,8819,SF,0,1,normal
6062,ftp_data,0,SF,0,1,normal
1032,ecr_i,0,SF,0,1,smurf
45,domain_u,135,SF,0,1,normal
0,efs,0,S0,0.05,0.15,neptune
0,hostnames,0,S0,0.06,0.07,neptune
44,domain_u,128,SF,0,1,normal
0,daytime,0,S0,0.05,0.08,neptune
267,http,11375,SF,0,1,normal
219,http,495,SF,0,1,normal
0,private,0,REJ,0.07,0.04,neptune
274,http,4841,SF,0,1,normal
0,private,0,S0,0.07,0.11,neptune
204768,smtp,332,SF,0,1,normal
348,http,8143,SF,0,1,normal
207,http,667,SF,0,1,normal
748,ftp_data,0,SF,0,1,normal
0,private,0,S0,0.06,0.02,neptune
321,http,536,SF,0,1,normal
250,http,7176,SF,0,1,normal
1388,smtp,391,SF,1,0.5,normal
105,private,146,SF,0,1,normal
0,private,0,S0,0.06,0.06,neptune
30,eco_i,0,SF,0,1,normal
0,private,0,S0,0.06,0.18,neptune
0,mtp,0,REJ,0.07,0.03,neptune
331,http,1483,SF,0,1,normal
44,domain_u,44,SF,0,1,normal
0,discard,0,S0,0.5,0.33,neptune
0,private,0,S0,0.06,0.09,neptune
0,private,0,S0,0.06,0,neptune
18,eco_i,0,SF,0,1,ipsweep
0,private,0,S0,0.1,0.37,neptune
641,ftp_data,0,SF,0,1,normal
182,urp_i,0,SF,0,1,normal
0,http,0,S0,0.6,0.4,neptune
918,smtp,329,SF,0,1,normal
1,private,0,SF,0.09,0.42,satan
311,http,1426,SF,0,1,normal
0,private,0,REJ,0.08,0.06,neptune
0,link,0,S0,0.06,0.02,neptune
0,private,0,S0,0.06,0.05,neptune
45,domain_u,82,SF,0,1,normal
0,private,0,REJ,0.07,0.03,neptune
0,efs,0,S0,0.06,0.21,neptune
206,http,313,SF,0,1,normal
221,http,1355,SF,0,1,normal
247,http,807,SF,0,1,normal
0,http,0,REJ,0,0,normal
0,private,0,S0,0.06,0.06,neptune
46,domain_u,46,SF,0,1,normal
1032,ecr_i,0,SF,0,1,smurf
46,domain_u,46,SF,0,1,normal
368,http,424,S3,0,1,normal
0,rje,0,REJ,1,0.02,satan
0,telnet,0,S0,0.14,0.21,neptune
233,http,4097,SF,0,1,normal
209,http,1155,SF,0,1,normal
103,telnet,1448,SF,0,1,normal
274,http,1981,SF,0,1,normal
105,private,146,SF,0,1,normal
9,auth,38,SF,0,1,normal
288,http,7367,SF,0,1,normal
0,smtp,0,RSTO,0.07,0.01,neptune
1,private,0,RSTR,0,1,portsweep
0,sql_net,0,S0,0.05,0.01,neptune
0,private,0,S0,0.05,0.06,neptune
0,private,0,S0,0.06,0.06,neptune
195,http,2150,SF,0,1,normal
0,private,0,S0,0.08,0.03,neptune
0,private,0,S0,0.06,0.12,neptune
320,http,6250,SF,0,1,normal
215,http,4727,SF,0,1,normal
1303,smtp,369,SF,0,1,normal
230,http,465,SF,0,1,normal
0,netbios_ns,0,S0,0.06,0,neptune
45,domain_u,45,SF,0,1,normal
0,echo,0,RSTO,0.06,0.06,neptune
0,private,0,S0,0.06,0.06,neptune
10220,ftp_data,0,S1,0,1,normal
42,domain_u,75,SF,0,1,normal
338,http,649,SF,0,1,normal
0,systat,0,S0,0.06,0.01,neptune
0,link,0,REJ,0.07,0.05,neptune
0,ldap,0,S0,0.15,0.1,neptune
296,http,275,SF,0,1,normal
218,http,3166,SF,0,1,normal
324,http,1809,SF,0,1,normal
0,klogin,0,S0,0.07,0.14,neptune
0,private,0,S0,0.06,0.08,neptune
0,private,0,REJ,0.14,0.73,neptune
243,http,1012,SF,0,1,normal
15876,ftp_data,0,SF,0,1,normal
215,http,2735,SF,0,1,normal
0,ftp_data,0,S0,0.17,0.13,neptune
105,private,146,SF,0,1,normal
0,other,0,REJ,1,0,satan
30,eco_i,0,SF,0,1,normal
0,ssh,0,S0,0.06,0.06,neptune
0,finger,0,S0,0.06,0.03,neptune
1267,smtp,335,SF,0,1,normal
1,private,0,RSTR,0,1,portsweep
0,ftp_data,0,S0,0.06,0.03,neptune
0,echo,0,RSTO,0.07,0.05,neptune
173,http,1737,SF,0,1,normal
44,domain_u,131,SF,0,1,normal
303,http,1547,SF,0,1,normal
1,private,0,SF,0.12,0.38,satan
241,http,3236,SF,0,1,normal
0,telnet,0,S0,0.06,0.41,neptune
28,private,0,SF,0,1,teardrop
0,private,0,S0,0.08,0.03,neptune
0,http,0,REJ,0,1,normal
0,sunrpc,0,S0,0.06,0.04,neptune
1682,smtp,328,SF,0,1,normal
200,http,4763,SF,0,1,normal
44,domain_u,44,SF,0,1,normal
31,domain_u,0,SF,0,1,normal
0,http,0,REJ,0,1,normal
0,name,0,S0,0.06,0.03,neptune
274,http,2920,S1,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
0,time,0,S0,0.05,0.13,neptune
1,other,0,RSTR,0,1,portsweep
372,http,415,SF,0,1,normal
0,http,0,S0,0,1,normal
0,private,0,S0,0.07,0.18,neptune
2526,smtp,372,SF,0,1,normal
0,netbios_ssn,0,REJ,0.07,0.02,neptune
1,private,0,SF,0,1,satan
316,http,1382,SF,0,1,normal
317,http,1571,SF,0,1,normal
0,private,0,S0,0.08,0.08,neptune
278,http,563,SF,0,1,normal
0,bgp,0,S0,0.05,0.03,neptune
109,telnet,3245,SF,0,1,normal
1010,ftp_data,0,SF,0,1,normal
194,ftp_data,0,SF,0,1,normal
238,http,1625,SF,0,1,normal
229,http,1483,SF,0,1,normal
0,private,0,S0,0.06,0.06,neptune
310,http,2402,SF,0,1,normal
0,private,0,S0,0.06,0.22,neptune
48,domain_u,98,SF,0,1,normal
147,other,105,SF,0,1,normal
1996,smtp,329,SF,0,1,normal
334,ftp_data,0,SF,0,1,warezclient
0,Z39_50,0,S0,0.05,0.06,neptune
0,sunrpc,0,S0,0.06,0.08,neptune
0,kshell,0,S0,0.05,0.18,neptune
319,http,1551,SF,0,1,normal
370,http,203,SF,0,1,normal
383,ftp_data,0,SF,0,1,normal
0,http,0,REJ,0,1,normal
0,http,0,REJ,0,1,normal
8,eco_i,0,SF,0,1,nmap
0,private,0,S0,0.15,0.08,neptune
0,private,0,S0,0.06,0.04,neptune
45,domain_u,137,SF,0.02,0.99,normal
45,domain_u,80,SF,0,1,normal
44,domain_u,135,SF,0,1,normal
54540,http,8314,SF,0,1,back
295,http,12771,SF,0,1,normal
0,finger,0,S0,0.05,0.07,neptune
516,other,4,SF,0,1,normal
0,pop_2,0,S0,0.05,0.07,neptune
0,discard,0,S0,0.05,0.06,neptune
224,http,318,SF,0,1,normal
0,http_443,0,REJ,0.07,0.04,neptune
0,uucp_path,0,S0,0.11,0.18,neptune
0,http,0,S0,0.1,0.32,neptune
0,http_443,0,REJ,0.05,0.12,neptune
748,smtp,332,SF,0,1,normal
197,http,1363,SF,0,1,normal
0,ctf,0,REJ,0.07,0.03,neptune
0,http_443,0,S0,0.05,0.18,neptune
1481,ftp,4152,SF,0,1,normal
0,private,0,S0,0.06,0.16,neptune
0,private,0,REJ,1,0.01,satan
1,time,4,S3,0,1,normal
366,http,1644,SF,0,1,normal
0,netstat,0,REJ,0.07,0.02,neptune
221,http,4951,SF,0,1,normal
54540,http,8314,SF,0,1,back
8,eco_i,0,SF,0,1,ipsweep
0,netbios_dgm,0,REJ,0.06,0.14,neptune
0,netbios_ssn,0,S0,0.06,0.01,neptune
246,ftp_data,0,SF,1,0.5,warezclient
18,eco_i,0,SF,0,1,ipsweep
174,http,7737,SF,0,1,normal
44,domain_u,70,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
46,domain_u,112,SF,0.25,0.25,normal
0,private,0,S0,0.05,0.14,neptune
0,private,0,S0,0.05,0.04,neptune
520,ecr_i,0,SF,0,1,smurf
295,http,2531,SF,0,1,normal
1,private,0,SF,0.18,0.06,satan
