src_bytes,service,dst_bytes,flag,diff_srv_rate,same_srv_rate,class
235,http,1075,SF,0,1,normal
0,private,0,S0,0.05,0.14,neptune
1153,smtp,335,SF,0,1,normal
0,private,0,S0,0.06,0.08,neptune
0,nnsp,0,S0,0.07,0.19,neptune
0,private,0,S0,0.05,0.08,neptune
0,Z39_50,0,S0,0.06,0.07,neptune
43,domain_u,76,SF,0,1,normal
225,http,6943,SF,0,1,normal
2096,smtp,421,SF,0,1,normal
854,ftp_data,0,SF,0,1,normal
520,ecr_i,0,SF,0,1,smurf
0,kshell,0,S0,0.06,0.07,neptune
162,http,433,SF,0,1,normal
214,http,882,SF,0,1,normal
46,domain_u,127,SF,0,1,normal
0,discard,0,S0,0.06,0.05,neptune
299,http,72160,SF,0,1,normal
11,ftp_data,0,SF,0,1,normal
0,other,0,REJ,1,0,satan
334,ftp_data,0,SF,0,1,warezclient
78,urp_i,0,SF,0.05,0.19,normal
0,private,0,S0,0.07,0.04,neptune
1199,ftp_data,0,SF,0,1,normal
295,http,6892,SF,0,1,normal
318,http,1676,SF,0,1,normal
0,private,0,S0,0.05,0.06,neptune
0,http,0,S0,0.33,0.67,neptune
43,domain_u,43,SF,0,1,normal
0,private,0,S0,0.06,0.16,neptune
45,domain_u,77,SF,0.01,0.99,normal
0,private,0,S0,0.06,0.18,neptune
641,ftp_data,0,SF,0,1,normal
46,domain_u,132,SF,0.01,0.99,normal
320,http,18805,SF,0,1,normal
1,private,0,SF,0,1,satan
0,private,0,S0,0.06,0.14,neptune
217,http,2670,SF,0,1,normal
0,sunrpc,0,RSTO,0.06,0.04,neptune
348,http,2350,SF,0,1,normal
0,http,0,S0,0.4,0.4,neptune
8,eco_i,0,SF,0,1,ipsweep
286,http,844,SF,0,1,normal
175337,ftp_data,0,SF,0.67,0.33,normal
0,private,0,S0,0.05,0.05,neptune
44,domain_u,44,SF,0,1,normal
43,domain_u,136,SF,0,1,normal
329,http,2576,SF,0,1,normal
147,other,105,SF,0,1,normal
6,finger,138,SF,0,1,normal
0,courier,0,S0,0.06,0.06,neptune
0,netbios_ns,0,S0,0.07,0.02,neptune
1,other,0,RSTR,0,1,portsweep
0,daytime,0,S0,0.06,0.08,neptune
291,http,1211,SF,0,1,normal
0,netbios_dgm,0,S0,0.07,0.01,neptune
0,http,0,S0,0,1,normal
207,private,0,SF,0,1,nmap
0,auth,0,REJ,0.07,0.03,neptune
0,netbios_ns,0,S0,0.06,0.05,neptune
329,http,3308,SF,0,1,normal
0,login,0,S0,0.07,0.09,neptune
0,private,0,REJ,1,0.5,portsweep
345,http,713,SF,0,1,normal
0,private,0,S0,0.07,0.01,neptune
339,http,383,SF,0,1,normal
78,urp_i,0,SF,0.08,0.08,normal
357,http,1081,SF,0,1,normal
0,telnet,0,S0,0.08,0.22,neptune
0,ftp_data,467968,SF,0,1,multihop
0,telnet,0,S0,0.06,0.24,neptune
0,klogin,0,S0,0.17,0.58,neptune
45,domain_u,45,SF,0,1,normal
296,http,7956,SF,0,1,normal
0,gopher,0,S0,0.05,0.09,neptune
0,time,4,SF,0,1,normal
0,ctf,0,S0,0.08,0.08,neptune
0,ftp_data,0,S0,0.05,0.22,neptune
0,csnet_ns,0,S0,0.07,0.09,neptune
147,other,105,SF,0,1,normal
0,csnet_ns,0,S0,0.05,0.02,neptune
141,http,7373,SF,0,1,normal
289,http,808,SF,0,1,normal
0,kshell,0,S0,0.09,0.16,neptune
334,ftp_data,0,SF,0,1,warezclient
244,http,2619,SF,0,1,normal
0,finger,0,S0,0.17,0.28,neptune
1032,ecr_i,0,SF,0,1,smurf
193,http,2430,SF,0,1,normal
0,private,0,S0,0.06,0.05,neptune
0,mtp,0,S0,0.06,0,neptune
605,smtp,333,SF,0,1,normal
358,http,2804,SF,0,1,normal
6,finger,357,SF,0,1,normal
0,private,0,REJ,0.06,0.12,neptune
3775,other,0,SF,0.23,0.05,normal
339,http,1150,SF,0,1,normal
241,http,382,SF,0,1,normal
0,login,0,S0,0.05,0.21,neptune
207,http,2031,SF,0,1,normal
0,http,0,REJ,0,1,normal
271,http,10462,SF,0,1,normal
0,iso_tsap,0,S0,0.05,0.1,neptune
0,private,0,S0,0.07,0.01,neptune
305,http,2408,SF,0,1,normal
0,Z39_50,0,S0,0.08,0.04,neptune
0,sql_net,0,REJ,0.07,0.04,neptune
34,domain_u,0,SF,0,1,normal
1032,ecr_i,0,SF,0,1,smurf
8,eco_i,0,SF,0,1,ipsweep
217,telnet,38761,SF,0,1,normal
0,http,0,S0,0.07,0.03,neptune
0,private,0,S0,0.05,0.23,neptune
44,domain_u,127,SF,0,1,normal
305,http,784,SF,0,1,normal
0,link,0,REJ,0.07,0.06,neptune
281,http,272,SF,0,1,normal
0,imap4,0,S0,0.06,0.06,neptune
276,ftp_data,0,SF,0,1,normal
54540,http,8314,SF,0,1,back
202,http,2488,SF,0,1,normal
301,http,2013,SF,0,1,normal
0,discard,0,S0,0.04,0.15,neptune
0,vmnet,0,S0,0.06,0.05,neptune
0,ftp_data,0,S0,0.05,0.5,neptune
0,imap4,0,S0,0.05,0.05,neptune
293,http,38125,SF,0,1,normal
0,private,0,REJ,1,0,satan
0,ldap,0,S0,0.06,0.05,neptune
104,telnet,2085,SF,0,1,normal
319,http,387,SF,0,1,normal
0,time,0,S0,0.05,0.08,neptune
0,private,0,S0,0.11,0.11,neptune
240,http,412,SF,0,1,normal
147,other,105,SF,0.6,0.2,normal
197,http,10194,SF,0,1,normal
0,private,0,REJ,1,0,satan
0,csnet_ns,0,REJ,0.06,0.07,neptune
0,private,0,S0,0.06,0,neptune
0,private,0,S0,0.05,0.05,neptune
0,http,0,REJ,0,1,normal
324,http,3326,SF,0,1,normal
310,http,2017,SF,0,1,normal
0,nnsp,0,S0,0.05,0.13,neptune
0,kshell,0,S0,0.06,0.1,neptune
334,ftp_data,0,SF,0,1,warezclient
1032,ecr_i,0,SF,0,1,smurf
0,ftp_data,0,S0,0.4,0.1,neptune
0,name,0,S0,0.05,0.08,neptune
0,private,0,S0,0.06,0.06,neptune
0,gopher,0,S0,0.07,0.01,neptune
191,http,1528,SF,0,1,normal
227,http,7488,SF,0,1,normal
45,domain_u,125,SF,0.03,0.99,normal
210,http,1480,SF,0,1,normal
0,daytime,0,RSTO,0.07,0.03,neptune
313,http,1292,SF,0,1,normal
46,domain_u,134,SF,0,1,normal
46,domain_u,77,SF,0,1,normal
0,iso_tsap,0,S0,0.05,0.08,neptune
334,ftp_data,0,SF,0,1,warezclient
46,domain_u,46,SF,0,1,normal
0,other,0,REJ,1,0,satan
0,private,0,S0,0.07,0,neptune
325,http,764,SF,0,1,normal
740,ftp_data,0,SF,0,1,normal
202,http,10318,SF,0,1,normal
0,name,0,REJ,0.06,0.08,neptune
0,private,0,RSTR,0,1,portsweep
245,http,1481,SF,0,1,normal
0,private,0,S0,0.06,0.11,neptune
126,smtp,243,SF,0,1,normal
0,private,0,RSTOS0,0.37,0.01,portsweep
239,http,273,SF,0,1,normal
0,imap4,0,S0,0.05,0.06,neptune
0,rje,0,S0,0.06,0.09,neptune
0,private,0,S0,0.06,0.12,neptune
0,echo,0,S0,0.06,0.01,neptune
0,private,0,REJ,0,1,portsweep
207,http,2596,SF,0,1,normal
105,private,147,SF,1,0.5,normal
0,telnet,0,RSTO,0.07,0.02,neptune
276,ftp_data,0,SF,0,1,normal
310,http,6072,SF,0,1,normal
373,ftp_data,0,SF,0,1,normal
0,nnsp,0,REJ,0.07,0.07,neptune
0,ftp,0,S0,0.05,0.23,neptune
297,http,2006,SF,0,1,normal
234,http,2275,SF,0,1,normal
1,private,0,RSTR,0,1,portsweep
181,urp_i,0,SF,1,0.5,normal
245,http,11415,SF,0,1,normal
0,ctf,0,REJ,0.06,0.04,neptune
45,domain_u,45,SF,0,1,normal
181,urp_i,0,SF,1,0.5,normal
8,eco_i,0,SF,0,1,nmap
260,http,4428,SF,0,1,normal
874,smtp,333,SF,0,1,normal
1048,smtp,337,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
209,http,296,SF,0,1,normal
0,gopher,0,S0,0.06,0.09,neptune
331,http,946,SF,0,1,normal
168,http,3030,SF,0,1,normal
205,http,1395,SF,0,1,normal
44,domain_u,71,SF,0.02,0.99,normal
0,private,0,REJ,0.06,0.01,neptune
300,http,760,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
147,other,0,SF,0.6,0.2,normal
0,csnet_ns,0,S0,0.06,0.05,neptune
0,private,0,S0,0.06,0.16,neptune
0,private,0,S0,0.06,0.04,neptune
0,private,0,S0,0.07,0.01,neptune
0,private,0,S0,0.06,0.01,neptune
0,private,0,REJ,0.08,0.12,neptune
0,imap4,0,S0,0.07,0.02,neptune
0,telnet,0,S0,0.06,0.21,neptune
8,eco_i,0,SF,0,1,ipsweep
0,private,0,S0,0.06,0.06,neptune
0,private,0,S0,0.06,0.13,neptune
240,http,308,SF,0,1,normal
251,http,232,SF,0,1,normal
208,http,633,SF,0,1,normal
8,eco_i,0,SF,0,1,nmap
0,courier,0,REJ,0.07,0.11,neptune
0,domain,0,S0,0.05,0.03,neptune
0,auth,0,S0,0.06,0.03,neptune
154,http,38649,SF,0,1,normal
0,courier,0,S0,0.05,0.14,neptune
28,private,0,SF,0,1,teardrop
46,domain_u,75,SF,0,1,normal
0,http,0,REJ,0,1,normal
0,courier,0,REJ,0.07,0.01,neptune
246,http,1903,SF,0,1,normal
222,http,310,SF,0,1,normal
0,uucp_path,0,S0,0.06,0.06,neptune
0,iso_tsap,0,S0,0.06,0.05,neptune
0,efs,0,S0,0.04,0.17,neptune
0,sunrpc,0,S0,0.04,0.14,neptune
190,ftp_data,0,SF,0,1,normal
90,telnet,3302,SF,0,1,normal
307,http,191,SF,0,1,normal
302,http,1103,SF,0,1,normal
44,domain_u,76,SF,0,1,normal
0,private,0,REJ,0.07,0.04,neptune
0,private,0,RSTO,0.08,0.13,neptune
0,whois,0,S0,0.06,0.12,neptune
0,http,0,S0,0.17,0.75,neptune
0,netstat,0,S0,0.07,0.01,neptune
1032,ecr_i,0,SF,0,1,smurf
8,eco_i,0,SF,0,1,nmap
10,auth,39,SF,0,1,normal
1480,ecr_i,0,SF,0,1,pod
0,http,0,S0,0.15,0.92,neptune
0,private,0,S0,0.07,0.02,neptune
218,http,2313,SF,0,1,normal
212,http,882,SF,0,1,normal
224,http,33586,SF,0,1,normal
231,http,9009,SF,0,1,normal
0,private,0,S0,0.06,0.16,neptune
0,ftp_data,0,S0,0.06,0.01,neptune
889,smtp,367,SF,0,1,normal
0,private,0,RSTO,0.06,0.04,neptune
0,efs,0,S0,0.05,0.13,neptune
44,domain_u,77,SF,0,1,normal
28,private,0,SF,0,1,teardrop
289,http,1484,SF,0,1,normal
163,http,19983,SF,0,1,normal
0,ftp_data,0,S0,0.09,0.24,neptune
195,http,1947,SF,0,1,normal
0,discard,0,S0,0.06,0.03,neptune
46,domain_u,71,SF,0,1,normal
144,http,10209,SF,0,1,normal
0,private,0,REJ,1,0.01,satan
302,http,6542,SF,0,1,normal
1970,smtp,325,SF,0,1,normal
0,private,0,REJ,0.06,0.11,neptune
183,http,5080,SF,0,1,normal
0,ldap,0,S0,0.06,0.07,neptune
846,smtp,325,SF,0,1,normal
3591,smtp,449,SF,0,1,normal
11,ftp_data,0,SF,0,1,normal
33,domain_u,88,SF,0,1,normal
0,private,0,S0,0.06,0.03,neptune
1032,ecr_i,0,SF,0,1,smurf
316,http,1962,SF,0,1,normal
520,ecr_i,0,SF,0,1,smurf
351,http,1483,SF,0,1,normal
288,http,499,SF,0,1,normal
227,http,2070,SF,0,1,normal
0,http,0,REJ,0,1,normal
230,http,8753,SF,0,1,normal
0,telnet,0,S0,0.25,0.88,neptune
146,http,3846,SF,0,1,normal
196,http,10111,SF,0,1,normal
0,other,0,REJ,1,0,satan
238,http,2063,SF,0,1,normal
321,http,1735,SF,0,1,normal
298,http,1380,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
0,http,0,REJ,0,1,normal
641,ftp_data,0,SF,0,1,normal
0,csnet_ns,0,S0,0.06,0.03,neptune
0,auth,0,S0,0.05,0.07,neptune
253,http,2858,SF,0,1,normal
254,http,791,SF,0,1,normal
210,http,746,SF,0,1,normal
0,private,0,S0,0.06,0.17,neptune
0,private,0,S0,0.07,0.07,neptune
0,other,0,REJ,1,0,satan
308,http,2507,SF,0,1,normal
0,private,0,S0,0.06,0.02,neptune
30,domain_u,83,SF,0,1,normal
1702,smtp,575,SF,0,1,normal
10261,ftp_data,0,SF,0,1,normal
0,time,0,RSTO,0.07,0.06,neptune
810,smtp,389,SF,0,1,normal
274,http,15342,SF,0,1,normal
297,http,324,SF,0,1,normal
0,ftp_data,0,S0,0.16,0.19,neptune
0,whois,0,S0,0.07,0.06,neptune
8,eco_i,0,SF,0,1,ipsweep
0,private,0,S0,0.06,0.05,neptune
234,http,4200,SF,0,1,normal
0,ssh,0,S0,0.05,0.08,neptune
0,private,0,RSTR,0,1,portsweep
225,http,16193,SF,0,1,normal
8,eco_i,0,SF,0,1,nmap
42,domain_u,42,SF,0,1,normal
1,nntp,0,RSTR,0,1,portsweep
326,http,418,SF,0,1,normal
0,private,0,S0,0.06,0.06,neptune
293,http,1605,SF,0,1,normal
296,http,22934,SF,0,1,normal
0,private,0,S0,0.08,0.06,neptune
2039,smtp,335,SF,1,0.5,normal
249,http,901,SF,0,1,normal
203,http,1560,SF,0,1,normal
336,http,12265,SF,0,1,normal
0,private,0,S0,0.06,0.13,neptune
0,netbios_ns,0,REJ,0.08,0.03,neptune
353,http,2011,SF,0,1,normal
0,private,0,RSTR,0,1,portsweep
0,smtp,0,S0,0,1,normal
305,http,2698,SF,0,1,normal
1393,smtp,330,SF,0,1,normal
1032,ecr_i,0,SF,0,1,smurf
0,ftp_data,0,REJ,0,1,ipsweep
296,http,11016,SF,0,1,normal
1,private,0,SF,0.24,0.12,satan
1342,ftp_data,0,SF,0.5,0.75,normal
0,private,0,RSTR,0,1,portsweep
295,http,2649,SF,0,1,normal
0,sql_net,0,REJ,0.06,0.07,neptune
319,http,302,SF,0,1,normal
0,private,0,REJ,0.07,0.04,neptune
331,http,685,SF,0,1,normal
0,private,0,S0,0.05,0.13,neptune
59,ftp_data,0,SF,0,1,normal
0,other,0,REJ,1,0,satan
288,http,2506,SF,0,1,normal
44,domain_u,73,SF,0,1,normal
0,ldap,0,S0,0.05,0.13,neptune
0,finger,0,S0,0.09,0.25,neptune
0,telnet,0,S0,0.06,0.19,neptune
389,http,824,SF,0,1,normal
245,ftp_data,0,SF,0,1,normal
231,http,2565,SF,0,1,normal
1362,smtp,328,SF,0,1,normal
324,http,1249,SF,0,1,normal
54540,http,8314,SF,0,1,back
0,private,0,S0,0.05,0.05,neptune
244,http,1571,SF,0,1,normal
1262,smtp,336,SF,0,1,normal
46,domain_u,46,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
0,http,0,S0,0,1,normal
0,private,0,S0,0.06,0.03,neptune
54540,http,8314,SF,0,1,back
0,systat,0,S0,0.06,0.06,neptune
0,http_443,0,REJ,0.07,0.22,neptune
0,private,0,REJ,0.07,0.16,neptune
82,telnet,2374,S1,0,1,normal
300,http,22055,SF,0,1,normal
0,netbios_dgm,0,S0,0.07,0.13,neptune
8,eco_i,0,SF,0,1,ipsweep
244,http,4145,SF,0,1,normal
211,http,10609,SF,0,1,normal
198,http,450,SF,0,1,normal
320,http,1737,SF,0,1,normal
1,private,0,SF,0,1,satan
281,http,5325,SF,0,1,normal
296,http,8422,SF,0,1,normal
195,http,8484,SF,0,1,normal
1,private,0,SF,0.18,0.64,satan
1908,smtp,335,SF,0,1,normal
141,telnet,1310,SF,0,1,normal
0,private,0,S0,0.07,0.04,neptune
253,http,745,SF,0,1,normal
0,netbios_dgm,0,S0,0.05,0.1,neptune
0,ssh,0,S0,0.07,0.07,neptune
215,http,1598,SF,0,1,normal
0,efs,0,RSTR,0,1,portsweep
258,http,676,SF,0,1,normal
0,Z39_50,0,S0,0.07,0.01,neptune
0,http,0,REJ,0,1,normal
40494,ftp_data,0,SF,0,1,normal
358,http,409,SF,0,1,normal
323,http,279,SF,0,1,normal
240,http,2698,SF,0,1,normal
868,smtp,330,SF,0,1,normal
334,http,667,SF,0,1,normal
0,uucp_path,0,S0,0.08,0.26,neptune
0,ctf,0,S0,0.05,0.09,neptune
1,uucp,0,RSTR,0,1,portsweep
0,http,0,REJ,0,1,normal
0,private,0,S0,0.05,0.08,neptune
0,private,0,REJ,1,0,satan
198,http,1328,SF,0,1,normal
998,smtp,329,SF,0,1,normal
117,telnet,8172,SF,0,1,normal
1032,ecr_i,0,SF,0,1,smurf
0,private,0,S0,0.06,0.04,neptune
30,eco_i,0,SF,0,1,normal
0,nnsp,0,S0,0.05,0.13,neptune
0,private,0,S0,0.07,0.01,neptune
206,http,1707,SF,0,1,normal
45,domain_u,45,SF,0,1,normal
210,http,709,SF,0,1,normal
30,ecr_i,0,SF,0,1,normal
172,http,2595,SF,0,1,normal
339,http,454,SF,0,1,normal
255,http,453,SF,0,1,normal
0,private,0,S0,0.06,0.11,neptune
320,http,25948,SF,0,1,normal
0,csnet_ns,0,S0,0.05,0.07,neptune
194,ftp_data,0,SF,0,1,normal
105,private,147,SF,0,1,normal
0,other,0,REJ,1,0,satan
0,ssh,0,S0,0.04,0.27,neptune
78,urp_i,0,SF,0.15,0.08,normal
0,Z39_50,0,REJ,0.07,0.03,neptune
0,http,0,S0,0,1,neptune
0,iso_tsap,0,S0,0.06,0.03,neptune
0,private,0,S0,0.07,0.12,neptune
246,http,4498,SF,0,1,normal
0,http,0,REJ,0.07,0.1,neptune
0,http_443,0,S0,0.07,0.16,neptune
0,private,0,REJ,1,0,satan
646,smtp,328,SF,0,1,normal
0,private,0,S0,0.07,0.07,neptune
1511,ftp,4152,SF,0,1,normal
44,domain_u,78,SF,0,1,normal
4763,other,0,SF,0.2,0.1,normal
0,nntp,0,S0,0.06,0.01,neptune
381,http,290,SF,0,1,normal
43,domain_u,121,SF,0,1,normal
0,imap4,0,S0,0.05,0.08,neptune
105,private,0,SF,0,1,normal
0,private,0,REJ,0.07,0.1,neptune
0,private,0,S0,0.05,0.1,neptune
283,http,1769,SF,0,1,normal
368,http,1747,SF,0,1,normal
0,other,0,REJ,1,0,satan
0,whois,0,S0,0.05,0.01,neptune
0,csnet_ns,0,REJ,0.07,0,neptune
0,courier,0,S0,0.06,0.1,neptune
46,domain_u,46,SF,0,1,normal
147,http,2447,SF,0,1,normal
0,private,0,S0,0.06,0.02,neptune
43,domain_u,132,SF,0,1,normal
0,private,0,S0,0.07,0.01,neptune
0,kshell,0,S0,0.05,0.16,neptune
582,smtp,334,SF,0,1,normal
244,http,1041,SF,0,1,normal
327,http,7156,SF,0,1,normal
0,http,0,REJ,0,1,normal
279,http,1169,SF,0,1,normal
18,eco_i,0,SF,0,1,ipsweep
0,systat,0,S0,0.06,0.05,neptune
288,http,12040,SF,0,1,normal
1005,smtp,330,SF,0,1,normal
1032,ecr_i,0,SF,0,1,smurf
46,domain_u,46,SF,0.01,0.99,normal
0,netbios_ns,0,S0,0.06,0.02,neptune
0,private,0,S0,0.05,0.09,neptune
8,eco_i,0,SF,0,1,ipsweep
189,http,365,SF,0,1,normal
59,other,0,SF,0.78,0.04,normal
1032,ecr_i,0,SF,0,1,smurf
0,http,0,S0,0.09,0.26,neptune
0,private,0,S0,0.06,0.03,neptune
0,telnet,0,S0,0.06,0.23,neptune
0,private,0,S0,0.07,0.08,neptune
232,http,310,SF,0,1,normal
8,eco_i,0,SF,0,1,nmap
54540,http,8314,SF,0,1,back
0,private,0,SH,0,1,nmap
0,private,0,S0,0.06,0.04,neptune
0,iso_tsap,0,S0,0.07,0.05,neptune
303,http,2757,SF,0,1,normal
244,http,2363,SF,0,1,normal
0,private,0,S0,0.05,0.04,neptune
334,http,1301,SF,0,1,normal
0,telnet,0,S0,0.06,0.04,neptune
193,http,1117,SF,0,1,normal
0,private,0,S0,0.07,0.02,neptune
0,private,0,S0,0.06,0.13,neptune
0,whois,0,S0,0.07,0.03,neptune
0,exec,0,S0,0.06,0.01,neptune
316,http,34557,SF,0,1,normal
5929,ftp_data,0,SF,0,1,normal
0,http,0,REJ,0,1,normal
18,eco_i,0,SF,0,1,ipsweep
0,private,0,S0,0.05,0.15,neptune
0,http,0,REJ,0,1,normal
344,http,2839,SF,0,1,normal
0,private,0,S0,0.06,0.06,neptune
290,http,492,SF,0,1,normal
45,domain_u,133,SF,0.01,1,normal
248,http,373,SF,0,1,normal
0,telnet,0,S0,0.16,0.24,neptune
242,http,13292,SF,0,1,normal
0,private,0,S0,0.32,0.11,neptune
1713,smtp,328,SF,0,1,normal
0,ftp_data,0,S0,0.17,0.17,neptune
0,exec,0,S0,0.1,0.27,neptune
1032,ecr_i,0,SF,0,1,smurf
1032,ecr_i,0,SF,0,1,smurf
641,ftp_data,0,SF,0,1,normal
250,http,1774,SF,0,1,normal
0,imap4,0,S0,0.05,0.06,neptune
0,systat,0,S0,0.07,0.05,neptune
306,http,1147,SF,0,1,normal
1095,smtp,282,SF,0,1,normal
0,daytime,0,S0,0.07,0.07,neptune
520,ecr_i,0,SF,0,1,smurf
8,eco_i,0,SF,0,1,ipsweep
229,http,2658,SF,0,1,normal
0,private,0,S0,0.06,0.22,neptune
290,http,2747,SF,0,1,normal
903,smtp,328,SF,0,1,normal
293,http,491,SF,0,1,normal
0,private,0,S0,0.07,0.06,neptune
0,efs,0,S0,0.05,0.12,neptune
0,private,0,S0,0.06,0.01,neptune
45,domain_u,138,SF,0,1,normal
0,private,0,S0,0.08,0.12,neptune
342,http,5421,SF,0,1,normal
0,private,0,S0,0.06,0.1,neptune
223,http,1425,SF,0,1,normal
291,http,1758,SF,0,1,normal
7,finger,491,SF,0,1,normal
1766,ftp_data,0,SF,0,1,normal
410,http,10161,SF,0,1,normal
7045,ftp_data,0,SF,0,1,warezclient
147,other,105,SF,0,1,normal
280,http,942,SF,0,1,normal
221,http,1425,SF,0,1,normal
190,http,170,SF,0,1,normal
0,courier,0,S0,0.04,0.14,neptune
181,urp_i,0,SF,0.4,0.6,normal
320,http,3845,SF,0,1,normal
294,http,16918,SF,0,1,normal
241,telnet,1888,SF,0,1,normal
0,private,0,S0,0.06,0.05,neptune
1038,smtp,332,SF,0,1,normal
0,http_443,0,S0,0.06,0.13,neptune
0,private,0,S0,0.09,0.06,neptune
302,http,1408,SF,0,1,normal
0,supdup,0,S0,0.05,0.08,neptune
641,ftp_data,0,SF,0,1,normal
105,private,105,SF,0.2,0.1,normal
259,IRC,1213,S1,0,1,normal
0,kshell,0,S0,0.07,0.15,neptune
0,gopher,0,REJ,1,0,satan
43,domain_u,126,SF,0,1,normal
204,http,525,SF,0,1,normal
0,X11,0,REJ,1,0.5,normal
0,ctf,0,S0,0.06,0.05,neptune
213,http,1615,SF,0,1,normal
329,http,984,SF,0,1,normal
0,private,0,S0,0.06,0.07,neptune
0,private,0,S0,0.06,0.11,neptune
252,ftp_data,0,SF,0,1,normal
326,http,332,SF,0,1,normal
42,domain_u,132,SF,0,1,normal
0,systat,0,S0,0.05,0.07,neptune
232,http,64983,SF,0,1,normal
0,discard,0,S0,0.06,0.07,neptune
670,smtp,334,SF,0,1,normal
0,smtp,0,S0,0,1,normal
9178,ftp_data,0,SF,0,1,normal
0,private,0,REJ,1,0,satan
0,nnsp,0,S0,0.06,0.02,neptune
0,private,0,S0,0.07,0.06,neptune
0,time,4,SF,0,1,normal
0,imap4,0,REJ,0.06,0.07,neptune
0,vmnet,0,REJ,0.07,0.07,neptune
298,http,356,SF,0,1,normal
1,private,0,SF,0.67,0.07,satan
0,uucp,0,S0,0.05,0.14,neptune
0,gopher,0,REJ,0.09,0.04,neptune
878,smtp,332,SF,0,1,normal
236,http,256,SF,0,1,normal
0,private,0,REJ,1,0.5,portsweep
239,http,8134,SF,0,1,normal
147,other,105,SF,0.5,0.5,normal
18,eco_i,0,SF,0,1,ipsweep
439,ftp_data,0,SF,0,1,normal
0,gopher,0,S0,0.05,0.03,neptune
334,ftp_data,0,SF,0,1,warezclient
299,http,1719,SF,0,1,normal
253,http,1487,SF,0,1,normal
0,private,0,SH,0,1,nmap
290,http,2448,SF,0,1,normal
309,http,12712,SF,0,1,normal
9,ftp_data,0,SF,0,1,normal
0,other,0,REJ,1,0,satan
105,private,147,SF,0,1,normal
0,bgp,0,S0,0.06,0.01,neptune
54540,http,8314,SF,0,1,back
188,http,1274,SF,0,1,normal
0,private,0,S0,0.08,0.12,neptune
289,http,16978,SF,0,1,normal
3530,smtp,329,SF,0,1,normal
0,nnsp,0,S0,0.06,0.05,neptune
740,ftp_data,0,SF,0,1,normal
33,domain_u,33,SF,0,1,normal
0,netbios_dgm,0,REJ,0.07,0.02,neptune
0,private,0,RSTR,0,1,portsweep
4539,ftp_data,0,SF,0,1,normal
0,private,0,S0,0.06,0.02,neptune
217,http,35040,S1,0,1,normal
306,http,560,SF,0,1,normal
0,private,0,REJ,0.07,0.07,neptune
211,http,1357,SF,0,1,normal
232,ftp,769,SF,0,1,normal
235,http,747,SF,0,1,normal
28,private,0,SF,0,1,teardrop
319,http,4309,SF,0,1,normal
224,http,3707,SF,0,1,normal
259,ftp_data,0,SF,0,1,normal
0,auth,0,S0,0.07,0.04,neptune
228,http,1530,SF,0,1,normal
44,domain_u,133,SF,0,1,normal
0,private,0,S0,0.06,0.12,neptune
0,supdup,0,S0,0.04,0.1,neptune
307,http,3222,SF,0,1,normal
0,private,0,S0,0.07,0.03,neptune
160,http,4437,SF,0,1,normal
0,time,0,RSTO,0.06,0.06,neptune
192,ftp_data,0,SF,0,1,normal
227,http,424,SF,0,1,normal
0,smtp,0,S0,0,1,normal
42,domain_u,42,SF,0,1,normal
0,private,0,S0,0.06,0.04,neptune
0,private,0,S0,0.06,0.1,neptune
520,ecr_i,0,SF,0,1,smurf
0,time,0,S0,0.06,0.15,neptune
48,ntp_u,48,SF,0,1,normal
225,http,1415,SF,0,1,normal
54540,http,8314,SF,0,1,back
8,eco_i,0,SF,0,1,ipsweep
1032,ecr_i,0,SF,0,1,smurf
44,domain_u,44,SF,0,1,normal
0,private,0,S0,0,1,portsweep
0,private,0,S0,0.05,0.12,neptune
0,other,0,REJ,1,0,satan
249,http,746,SF,0,1,normal
285,http,261,SF,0,1,normal
45,domain_u,88,SF,0,1,normal
0,netbios_dgm,0,S0,0.06,0.09,neptune
0,private,0,RSTR,0,1,portsweep
218,http,4767,SF,0,1,normal
0,private,0,REJ,0.07,0.04,neptune
0,vmnet,0,S0,0.06,0.04,neptune
44,domain_u,130,SF,0.01,0.99,normal
54540,http,8314,SF,0,1,back
0,private,0,S0,0.05,0.04,neptune
8737,ftp_data,0,SF,0,1,normal
284,http,170,SF,0,1,normal
0,private,0,S0,0.06,0.27,neptune
0,private,0,REJ,0.06,0.07,neptune
196,http,765,SF,0,1,normal
312,http,2251,SF,0,1,normal
279,http,10726,SF,0,1,normal
347,http,3718,SF,0,1,normal
0,whois,0,S0,0.06,0.06,neptune
0,ldap,0,S0,0.06,0.02,neptune
329,http,12471,SF,0,1,normal
233,http,546,SF,0,1,normal
33,domain_u,88,SF,0,1,normal
8,eco_i,0,SF,0,1,ipsweep
105,private,146,SF,0,1,normal
105,private,147,SF,0,1,normal
0,csnet_ns,0,REJ,0.07,0.03,neptune
501760,ftp_data,0,SF,0,1,normal
0,private,0,RSTOS0,0.42,0.01,portsweep
0,netstat,0,S0,0.07,0.05,neptune
112,telnet,847,SF,0,1,spy
54540,http,8314,SF,0,1,back
8,eco_i,0,SF,0,1,nmap
0,exec,0,S0,0.06,0.04,neptune
0,private,0,S0,0.07,0.1,neptune
